MPN,Qty,Designator,value,manufacturer,Category,SKU,Customer Supply,Customer Remark
,1,BT1,Bat 2032,,,
,1,D1,LED,,,
,1,R1,R,,,
,1,SW1,SW_DPDT_x2,,,
